market_idx,title_start,title_end,slug,outcome,move_time,move_pp,from_price,to_price,size,explanation,near_chart_events,near_actionable_tweets,near_context_tweets,review_note
36,2025-07-01,2025-07-07,will-microstrategy-purchase-bitcoin-july-1-7,NO,2025-07-06T12:17:09Z,41.9,0.52,0.939,20000.0,near_actionable_saylor_signal,2025-07-06T12:14:55Z hint_no_strong 强不买暗示: Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,2025-07-06T12:14:55.599000Z hint_no_strong Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
36,2025-07-01,2025-07-07,will-microstrategy-purchase-bitcoin-july-1-7,NO,2025-07-06T12:17:33Z,-43.0,0.82,0.39,8.2,near_actionable_saylor_signal,2025-07-06T12:14:55Z hint_no_strong 强不买暗示: Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,2025-07-06T12:14:55.599000Z hint_no_strong Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
36,2025-07-01,2025-07-07,will-microstrategy-purchase-bitcoin-july-1-7,NO,2025-07-06T12:17:43Z,35.7,0.4629,0.82,193.56,near_actionable_saylor_signal,2025-07-06T12:14:55Z hint_no_strong 强不买暗示: Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,2025-07-06T12:14:55.599000Z hint_no_strong Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
36,2025-07-01,2025-07-07,will-microstrategy-purchase-bitcoin-july-1-7,NO,2025-07-06T12:17:53Z,-32.8,0.87,0.542,1000.0,near_actionable_saylor_signal,2025-07-06T12:14:55Z hint_no_strong 强不买暗示: Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,2025-07-06T12:14:55.599000Z hint_no_strong Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
36,2025-07-01,2025-07-07,will-microstrategy-purchase-bitcoin-july-1-7,NO,2025-07-06T12:18:03Z,35.0,0.5,0.8498,17767.27,near_actionable_saylor_signal,2025-07-06T12:14:55Z hint_no_strong 强不买暗示: Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,2025-07-06T12:14:55.599000Z hint_no_strong Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
36,2025-07-01,2025-07-07,will-microstrategy-purchase-bitcoin-july-1-7,NO,2025-07-06T12:18:07Z,-45.6,0.8498,0.3941,1453.87,near_actionable_saylor_signal,2025-07-06T12:14:55Z hint_no_strong 强不买暗示: Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,2025-07-06T12:14:55.599000Z hint_no_strong Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
36,2025-07-01,2025-07-07,will-microstrategy-purchase-bitcoin-july-1-7,NO,2025-07-06T12:18:09Z,46.6,0.3941,0.86,10.65,near_actionable_saylor_signal,2025-07-06T12:14:55Z hint_no_strong 强不买暗示: Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,2025-07-06T12:14:55.599000Z hint_no_strong Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
36,2025-07-01,2025-07-07,will-microstrategy-purchase-bitcoin-july-1-7,NO,2025-07-06T12:18:15Z,-49.0,0.86,0.37,84.33,near_actionable_saylor_signal,2025-07-06T12:14:55Z hint_no_strong 强不买暗示: Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,2025-07-06T12:14:55.599000Z hint_no_strong Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
36,2025-07-01,2025-07-07,will-microstrategy-purchase-bitcoin-july-1-7,NO,2025-07-07T12:00:11Z,36.4,0.0831,0.4473,4567.46,context_tweets_only_no_directional_signal,2025-07-07T11:59:41Z sec_context SEC 8-K: BTC-related update,,"2025-07-07T12:02:57.271000Z context_bitcoin_general $MSTR Reports $14 Billion in Total Bitcoin Fair Value Appreciation in Q2 2025 https://t.co/DVxLsZTvEN | 2025-07-07T12:10:26.447000Z context_bitcoin_general Let's get after bitcoin relentlessly. | 2025-07-07T12:35:45.496000Z context_funding Strategy Announces $4.2 Billion $STRD At-The-Market Program pic.twitter.com/JVIYQmQSpv | 2025-07-07T12:35:45.985000Z context_funding To view the $STRD ATM press release, prospectus, and investor presentation, along with additional information about $MSTR , $STRK , and $STRF , click here",90分钟内只有融资、政策、泛BTC或历史背景帖；能解释市场注意力，但不是买入/不买信号。
36,2025-07-01,2025-07-07,will-microstrategy-purchase-bitcoin-july-1-7,NO,2025-07-07T12:00:13Z,-37.5,0.4473,0.0718,2302.07,context_tweets_only_no_directional_signal,2025-07-07T11:59:41Z sec_context SEC 8-K: BTC-related update,,"2025-07-07T12:02:57.271000Z context_bitcoin_general $MSTR Reports $14 Billion in Total Bitcoin Fair Value Appreciation in Q2 2025 https://t.co/DVxLsZTvEN | 2025-07-07T12:10:26.447000Z context_bitcoin_general Let's get after bitcoin relentlessly. | 2025-07-07T12:35:45.496000Z context_funding Strategy Announces $4.2 Billion $STRD At-The-Market Program pic.twitter.com/JVIYQmQSpv | 2025-07-07T12:35:45.985000Z context_funding To view the $STRD ATM press release, prospectus, and investor presentation, along with additional information about $MSTR , $STRK , and $STRF , click here",90分钟内只有融资、政策、泛BTC或历史背景帖；能解释市场注意力，但不是买入/不买信号。
38,2025-07-15,2025-07-21,will-microstrategy-purchase-bitcoin-july-15-21,YES,2025-07-18T00:14:26Z,-32.0,0.9,0.58,2.15,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，且成交规模较小，偏薄流动性表观跳动。
38,2025-07-15,2025-07-21,will-microstrategy-purchase-bitcoin-july-15-21,YES,2025-07-18T00:26:36Z,27.0,0.58,0.85,58.82,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，且成交规模较小，偏薄流动性表观跳动。
38,2025-07-15,2025-07-21,will-microstrategy-purchase-bitcoin-july-15-21,YES,2025-07-20T12:17:23Z,25.7,0.7,0.9567,961.95,near_actionable_saylor_signal,2025-07-20T12:17:15Z hint_yes_weak 弱买入暗示: Stay Humble. Stack Sats. pic.twitter.com/aQyxsTXdhO,2025-07-20T12:17:15.602000Z hint_yes_weak Stay Humble. Stack Sats. pic.twitter.com/aQyxsTXdhO,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
39,2025-07-22,2025-07-28,will-microstrategy-purchase-bitcoin-july-22-28,NO,2025-07-26T13:52:19Z,27.5,0.2,0.4751,53.56,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
39,2025-07-22,2025-07-28,will-microstrategy-purchase-bitcoin-july-22-28,NO,2025-07-26T13:56:55Z,-36.0,0.59,0.23,18.18,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
39,2025-07-22,2025-07-28,will-microstrategy-purchase-bitcoin-july-22-28,NO,2025-07-26T13:57:29Z,35.8,0.23,0.5882,170.0,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
39,2025-07-22,2025-07-28,will-microstrategy-purchase-bitcoin-july-22-28,NO,2025-07-26T14:05:19Z,-25.8,0.5882,0.33,3.5,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
39,2025-07-22,2025-07-28,will-microstrategy-purchase-bitcoin-july-22-28,NO,2025-07-26T14:05:21Z,26.0,0.33,0.59,26.0,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
39,2025-07-22,2025-07-28,will-microstrategy-purchase-bitcoin-july-22-28,NO,2025-07-27T12:04:07Z,28.5,0.61,0.8951,2235.97,context_tweets_only_no_directional_signal,,,2025-07-27T12:03:34.444000Z context_bitcoin_general It all began with a quarter billion in bitcoin. pic.twitter.com/Ssbef084YQ,90分钟内只有融资、政策、泛BTC或历史背景帖；能解释市场注意力，但不是买入/不买信号。
39,2025-07-22,2025-07-28,will-microstrategy-purchase-bitcoin-july-22-28,NO,2025-07-27T17:51:35Z,-29.6,0.85,0.5541,53499.45,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
39,2025-07-22,2025-07-28,will-microstrategy-purchase-bitcoin-july-22-28,NO,2025-07-27T17:52:43Z,29.0,0.5541,0.844,16.54,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
42,2025-08-12,2025-08-18,will-microstrategy-purchase-bitcoin-august-12-18,YES,2025-08-11T14:52:22Z,38.9,0.5,0.8889,22.5,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
43,2025-08-19,2025-08-25,will-microstrategy-purchase-bitcoin-august-19-25,YES,2025-08-18T10:52:42Z,-89.0,0.99,0.1,1.0,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
43,2025-08-19,2025-08-25,will-microstrategy-purchase-bitcoin-august-19-25,YES,2025-08-18T10:52:48Z,89.0,0.1,0.99,1.01,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
44,2025-08-26,2025-09-01,will-microstrategy-purchase-bitcoin-august-26-september-1,NO,2025-08-26T03:17:57Z,39.0,0.49,0.88,100.0,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，且成交规模较小，偏薄流动性表观跳动。
44,2025-08-26,2025-09-01,will-microstrategy-purchase-bitcoin-august-26-september-1,NO,2025-08-26T13:44:25Z,-41.0,0.89,0.48,1.92,context_tweets_only_no_directional_signal,,,2025-08-26T14:55:11.080000Z context_funding $STRD currently offers an Effective Yield of 12.6%. pic.twitter.com/0cRDMksLNK,90分钟内只有融资、政策、泛BTC或历史背景帖；能解释市场注意力，但不是买入/不买信号。
44,2025-08-26,2025-09-01,will-microstrategy-purchase-bitcoin-august-26-september-1,NO,2025-08-26T16:08:41Z,39.0,0.48,0.87,8.77,context_tweets_only_no_directional_signal,,,2025-08-26T14:55:11.080000Z context_funding $STRD currently offers an Effective Yield of 12.6%. pic.twitter.com/0cRDMksLNK,90分钟内只有融资、政策、泛BTC或历史背景帖；能解释市场注意力，但不是买入/不买信号。
44,2025-08-26,2025-09-01,will-microstrategy-purchase-bitcoin-august-26-september-1,NO,2025-09-02T12:03:12Z,33.2,0.078,0.41,1000.0,no_nearby_saylor_signal_likely_orderbook_or_liquidity,"2025-09-02T11:59:26Z sec_yes SEC 8-K: +4,048 BTC",,,90分钟内未找到 Saylor/SEC/背景推文解释；保留为订单流或外部信息待查。
46,2025-09-09,2025-09-15,will-microstrategy-purchase-bitcoin-september-9-15,YES,2025-09-08T15:53:24Z,-82.0,0.86,0.04,1.15,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
46,2025-09-09,2025-09-15,will-microstrategy-purchase-bitcoin-september-9-15,YES,2025-09-08T18:59:46Z,40.0,0.42,0.82,1.22,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
48,2025-09-23,2025-09-29,will-microstrategy-announce-a-bitcoin-purchase-september-23-29,YES,2025-09-22T12:14:26Z,-45.0,0.96,0.51,5.2,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
48,2025-09-23,2025-09-29,will-microstrategy-announce-a-bitcoin-purchase-september-23-29,YES,2025-09-22T12:18:56Z,44.0,0.51,0.9501,5.26,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
49,2025-09-30,2025-10-06,will-microstrategy-announce-a-bitcoin-purchase-september-30-october-6,NO,2025-09-29T17:22:03Z,-46.0,0.98,0.52,20.0,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
49,2025-09-30,2025-10-06,will-microstrategy-announce-a-bitcoin-purchase-september-30-october-6,NO,2025-09-29T17:40:57Z,44.0,0.52,0.96,3.12,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
49,2025-09-30,2025-10-06,will-microstrategy-announce-a-bitcoin-purchase-september-30-october-6,NO,2025-09-29T19:20:19Z,-40.0,0.94,0.54,4.35,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
49,2025-09-30,2025-10-06,will-microstrategy-announce-a-bitcoin-purchase-september-30-october-6,NO,2025-09-29T22:33:29Z,40.0,0.54,0.94,1.06,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
49,2025-09-30,2025-10-06,will-microstrategy-announce-a-bitcoin-purchase-september-30-october-6,NO,2025-10-05T12:15:27Z,-34.0,0.71,0.37,130.0,near_actionable_saylor_signal,2025-10-05T12:23:57Z hint_no_strong 强不买暗示: No new orange dots this week — just a $9 billion reminder of why we HODL. pic.twitter.com/P84m14WF3G,2025-10-05T12:23:57.132000Z hint_no_strong No new orange dots this week — just a $9 billion reminder of why we HODL. pic.twitter.com/P84m14WF3G,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
49,2025-09-30,2025-10-06,will-microstrategy-announce-a-bitcoin-purchase-september-30-october-6,NO,2025-10-05T12:24:35Z,38.1,0.1177,0.4983,24.42,near_actionable_saylor_signal,2025-10-05T12:23:57Z hint_no_strong 强不买暗示: No new orange dots this week — just a $9 billion reminder of why we HODL. pic.twitter.com/P84m14WF3G,2025-10-05T12:23:57.132000Z hint_no_strong No new orange dots this week — just a $9 billion reminder of why we HODL. pic.twitter.com/P84m14WF3G,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
49,2025-09-30,2025-10-06,will-microstrategy-announce-a-bitcoin-purchase-september-30-october-6,NO,2025-10-05T12:24:39Z,-42.8,0.4983,0.07,36.19,near_actionable_saylor_signal,2025-10-05T12:23:57Z hint_no_strong 强不买暗示: No new orange dots this week — just a $9 billion reminder of why we HODL. pic.twitter.com/P84m14WF3G,2025-10-05T12:23:57.132000Z hint_no_strong No new orange dots this week — just a $9 billion reminder of why we HODL. pic.twitter.com/P84m14WF3G,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
49,2025-09-30,2025-10-06,will-microstrategy-announce-a-bitcoin-purchase-september-30-october-6,NO,2025-10-05T12:24:39Z,52.8,0.07,0.5983,150.0,near_actionable_saylor_signal,2025-10-05T12:23:57Z hint_no_strong 强不买暗示: No new orange dots this week — just a $9 billion reminder of why we HODL. pic.twitter.com/P84m14WF3G,2025-10-05T12:23:57.132000Z hint_no_strong No new orange dots this week — just a $9 billion reminder of why we HODL. pic.twitter.com/P84m14WF3G,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
49,2025-09-30,2025-10-06,will-microstrategy-announce-a-bitcoin-purchase-september-30-october-6,NO,2025-10-05T12:24:47Z,-51.1,0.5811,0.07,5.38,near_actionable_saylor_signal,2025-10-05T12:23:57Z hint_no_strong 强不买暗示: No new orange dots this week — just a $9 billion reminder of why we HODL. pic.twitter.com/P84m14WF3G,2025-10-05T12:23:57.132000Z hint_no_strong No new orange dots this week — just a $9 billion reminder of why we HODL. pic.twitter.com/P84m14WF3G,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
49,2025-09-30,2025-10-06,will-microstrategy-announce-a-bitcoin-purchase-september-30-october-6,NO,2025-10-05T12:24:53Z,52.8,0.06,0.588,102.48,near_actionable_saylor_signal,2025-10-05T12:23:57Z hint_no_strong 强不买暗示: No new orange dots this week — just a $9 billion reminder of why we HODL. pic.twitter.com/P84m14WF3G,2025-10-05T12:23:57.132000Z hint_no_strong No new orange dots this week — just a $9 billion reminder of why we HODL. pic.twitter.com/P84m14WF3G,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
49,2025-09-30,2025-10-06,will-microstrategy-announce-a-bitcoin-purchase-september-30-october-6,NO,2025-10-05T12:24:55Z,-52.4,0.588,0.0643,145.07,near_actionable_saylor_signal,2025-10-05T12:23:57Z hint_no_strong 强不买暗示: No new orange dots this week — just a $9 billion reminder of why we HODL. pic.twitter.com/P84m14WF3G,2025-10-05T12:23:57.132000Z hint_no_strong No new orange dots this week — just a $9 billion reminder of why we HODL. pic.twitter.com/P84m14WF3G,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
50,2025-10-07,2025-10-13,will-microstrategy-announce-a-bitcoin-purchase-october-7-13,YES,2025-10-06T13:00:11Z,-33.0,0.83,0.5,20400.0,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
51,2025-10-14,2025-10-20,will-microstrategy-announce-a-bitcoin-purchase-october-14-20,YES,2025-10-13T15:00:45Z,28.0,0.33,0.61,2.56,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
52,2025-10-21,2025-10-27,will-microstrategy-announce-a-bitcoin-purchase-october-21-27,YES,2025-10-26T10:22:35Z,-33.5,0.86,0.5247,213.8,near_actionable_saylor_signal,2025-10-26T11:22:21Z hint_yes_strong 强买入暗示: It's Orange Dot Day. pic.twitter.com/5FSGmxwoNS,2025-10-26T11:22:21.248000Z hint_yes_strong It's Orange Dot Day. pic.twitter.com/5FSGmxwoNS,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
52,2025-10-21,2025-10-27,will-microstrategy-announce-a-bitcoin-purchase-october-21-27,YES,2025-10-26T11:08:25Z,31.5,0.5247,0.84,50.0,near_actionable_saylor_signal,2025-10-26T11:22:21Z hint_yes_strong 强买入暗示: It's Orange Dot Day. pic.twitter.com/5FSGmxwoNS,2025-10-26T11:22:21.248000Z hint_yes_strong It's Orange Dot Day. pic.twitter.com/5FSGmxwoNS,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
53,2025-10-28,2025-11-03,will-microstrategy-announce-a-bitcoin-purchase-october-28-november-3,YES,2025-10-27T06:06:29Z,-41.0,0.96,0.55,2.22,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
53,2025-10-28,2025-11-03,will-microstrategy-announce-a-bitcoin-purchase-october-28-november-3,YES,2025-10-27T06:22:17Z,56.0,0.4,0.96,1.04,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
53,2025-10-28,2025-11-03,will-microstrategy-announce-a-bitcoin-purchase-october-28-november-3,YES,2025-10-27T06:22:23Z,-56.0,0.96,0.4,1.0,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
53,2025-10-28,2025-11-03,will-microstrategy-announce-a-bitcoin-purchase-october-28-november-3,YES,2025-10-27T06:22:27Z,56.0,0.4,0.96,1.04,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
53,2025-10-28,2025-11-03,will-microstrategy-announce-a-bitcoin-purchase-october-28-november-3,YES,2025-10-27T09:01:19Z,-25.0,0.9,0.65,2.86,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
53,2025-10-28,2025-11-03,will-microstrategy-announce-a-bitcoin-purchase-october-28-november-3,YES,2025-10-27T11:08:19Z,25.8,0.71,0.968,258.26,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
54,2025-11-04,2025-11-10,will-microstrategy-announce-a-bitcoin-purchase-november-4-10,YES,2025-11-03T09:12:53Z,46.3,0.46,0.9229,10.84,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
54,2025-11-04,2025-11-10,will-microstrategy-announce-a-bitcoin-purchase-november-4-10,YES,2025-11-03T11:20:19Z,-26.6,0.9586,0.6923,16.25,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
54,2025-11-04,2025-11-10,will-microstrategy-announce-a-bitcoin-purchase-november-4-10,YES,2025-11-03T11:53:05Z,26.8,0.6923,0.96,5.21,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
54,2025-11-04,2025-11-10,will-microstrategy-announce-a-bitcoin-purchase-november-4-10,YES,2025-11-03T12:06:41Z,-25.0,0.95,0.7,3.33,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
54,2025-11-04,2025-11-10,will-microstrategy-announce-a-bitcoin-purchase-november-4-10,YES,2025-11-03T12:14:01Z,25.0,0.7,0.95,21.05,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
54,2025-11-04,2025-11-10,will-microstrategy-announce-a-bitcoin-purchase-november-4-10,YES,2025-11-03T13:24:01Z,35.0,0.53,0.88,2.27,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
54,2025-11-04,2025-11-10,will-microstrategy-announce-a-bitcoin-purchase-november-4-10,YES,2025-11-03T13:36:17Z,-35.1,0.85,0.4989,140.0,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
54,2025-11-04,2025-11-10,will-microstrategy-announce-a-bitcoin-purchase-november-4-10,YES,2025-11-06T16:46:51Z,27.2,0.6002,0.872,60.0,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，且成交规模较小，偏薄流动性表观跳动。
55,2025-11-11,2025-11-17,will-microstrategy-announce-a-bitcoin-purchase-november-11-17,YES,2025-11-10T05:36:37Z,-36.0,0.96,0.6,2.5,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
55,2025-11-11,2025-11-17,will-microstrategy-announce-a-bitcoin-purchase-november-11-17,YES,2025-11-10T05:46:07Z,35.0,0.61,0.96,1.04,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
55,2025-11-11,2025-11-17,will-microstrategy-announce-a-bitcoin-purchase-november-11-17,YES,2025-11-10T05:46:13Z,-35.0,0.96,0.61,1.0,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
55,2025-11-11,2025-11-17,will-microstrategy-announce-a-bitcoin-purchase-november-11-17,YES,2025-11-10T05:46:19Z,35.0,0.61,0.96,1.04,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
55,2025-11-11,2025-11-17,will-microstrategy-announce-a-bitcoin-purchase-november-11-17,YES,2025-11-10T05:51:49Z,-35.0,0.96,0.61,2.56,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
55,2025-11-11,2025-11-17,will-microstrategy-announce-a-bitcoin-purchase-november-11-17,YES,2025-11-10T06:51:50Z,32.0,0.62,0.94,1.28,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
55,2025-11-11,2025-11-17,will-microstrategy-announce-a-bitcoin-purchase-november-11-17,YES,2025-11-10T10:51:44Z,26.7,0.67,0.9366,372.87,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
56,2025-11-18,2025-11-24,will-microstrategy-announce-a-bitcoin-purchase-november-18-24,NO,2025-11-17T06:15:03Z,-93.0,0.98,0.05,1.0,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
56,2025-11-18,2025-11-24,will-microstrategy-announce-a-bitcoin-purchase-november-18-24,NO,2025-11-17T06:15:09Z,93.0,0.05,0.98,1.02,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
56,2025-11-18,2025-11-24,will-microstrategy-announce-a-bitcoin-purchase-november-18-24,NO,2025-11-17T07:49:33Z,-33.0,0.98,0.65,14.29,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
56,2025-11-18,2025-11-24,will-microstrategy-announce-a-bitcoin-purchase-november-18-24,NO,2025-11-17T08:05:07Z,33.0,0.65,0.98,1.02,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
56,2025-11-18,2025-11-24,will-microstrategy-announce-a-bitcoin-purchase-november-18-24,NO,2025-11-22T20:53:27Z,26.1,0.5519,0.813,2.46,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，且成交规模较小，偏薄流动性表观跳动。
57,2025-11-25,2025-12-01,will-microstrategy-announce-a-bitcoin-purchase-november-25-december-1,YES,2025-11-24T06:28:03Z,-43.0,0.94,0.51,90.0,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
57,2025-11-25,2025-12-01,will-microstrategy-announce-a-bitcoin-purchase-november-25-december-1,YES,2025-11-24T06:42:49Z,-39.0,0.51,0.12,10.0,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
