reviewed,time,id,url,markets,review_label,trade_relevance,confidence,review_method,review_reason,price_curve_note,current_kind,semantic_override_kind,semantic_reason,market_context,text
yes,2025-03-14T23:48:03.621000Z,1900695451973607738,https://x.com/saylor/status/1900695451973607738,18,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""18"",""slug"":""will-strategy-purchase-bitcoin-feb-mar-11-17""}]","Get to know Phong Le, the CEO of @Strategy . https://t.co/cwJhFY6XuW"
yes,2025-03-15T16:04:13.541000Z,1900941112023404621,https://x.com/saylor/status/1900941112023404621,18,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""18"",""slug"":""will-strategy-purchase-bitcoin-feb-mar-11-17""}]","Bitcoin is an Orange Dwarf— the brightest object in the financial system— growing stronger, hotter, and denser as it attracts capital. pic.twitter.com/sa1uvXh8nu"
yes,2025-03-16T14:09:41.920000Z,1901274678221496786,https://x.com/saylor/status/1901274678221496786,18,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""18"",""slug"":""will-strategy-purchase-bitcoin-feb-mar-11-17"",""distance"":11,""near_move_time"":""2025-03-16T14:09:52Z"",""near_move_pp"":-27.0,""near_move_from"":0.36,""near_move_to"":0.09,""near_move_size"":121.98}]",Bitcoin is a Digital Energy Network. pic.twitter.com/RdEat2tQcy
yes,2025-03-16T16:54:07.642000Z,1901316058058723810,https://x.com/saylor/status/1901316058058723810,18,context_media_policy,context,low,semantic_context_full_pass,访谈/媒体/观点传播，非具体买入信号,,context,,,"[{""idx"":""18"",""slug"":""will-strategy-purchase-bitcoin-feb-mar-11-17""}]","Last night, Fox News' hit show My View with @LaraLeaTrump was devoted to Bitcoin and digital assets, using the words of @realDonaldTrump , @davidsacks47 , @SecScottBessent , and yours truly to educate its mainstream audience on the power and promise of this new technology. pic.twitter.com/ibdius5lEi"
yes,2025-03-17T12:07:32.542000Z,1901606324447646170,https://x.com/saylor/status/1901606324447646170,18,confirm_yes,actionable,high,confirmed_disclosure,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,,confirm_yes,,,"[{""idx"":""18"",""slug"":""will-strategy-purchase-bitcoin-feb-mar-11-17"",""distance"":353,""near_move_time"":""2025-03-17T12:01:39Z"",""near_move_pp"":27.9,""near_move_from"":0.469,""near_move_to"":0.7478,""near_move_size"":983.41}]","Strategy has acquired 130 BTC for ~$10.7M at ~$82,981 per bitcoin and has achieved BTC Yield of 6.9% YTD 2025. As of 3/16/2025, we hodl 499,226 $BTC acquired for ~$33.1 billion at ~$66,360 per bitcoin. $MSTR $STRK https://t.co/8xRmR8vlIt"
yes,2025-03-18T12:12:09.615000Z,1901969874441654434,https://x.com/saylor/status/1901969874441654434,19,context_funding,context,medium,semantic_context_full_pass,融资/证券/信用工具相关，会影响资金能力预期，但不是买 BTC 的确认或强暗示,,context,,,"[{""idx"":""19"",""slug"":""will-strategy-purchase-bitcoin-mar-18-24""}]","Strategy today announced the launch of $STRF (""Strife""), a new perpetual preferred stock offering, available to institutional investors and select non-institutional investors. For more information, click here. $MSTR https://t.co/XM7XbMepEY"
yes,2025-03-18T23:51:17.280000Z,1902145815700804076,https://x.com/saylor/status/1902145815700804076,19,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""19"",""slug"":""will-strategy-purchase-bitcoin-mar-18-24""}]",We want “as much as we can get.” – @BoHines on Bitcoin pic.twitter.com/Sy86En8N1Q
yes,2025-03-19T12:19:04.279000Z,1902334001534144926,https://x.com/saylor/status/1902334001534144926,19,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""19"",""slug"":""will-strategy-purchase-bitcoin-mar-18-24""}]",TRY BTC pic.twitter.com/wpqtWhqK2N
yes,2025-03-19T20:31:19.327000Z,1902457880504418590,https://x.com/saylor/status/1902457880504418590,19,context_policy,context,low,semantic_context_full_pass,政策/宏观采用叙事，非 Strategy 当期买入信号,,context,,,"[{""idx"":""19"",""slug"":""will-strategy-purchase-bitcoin-mar-18-24""}]","""I believe that before this Congress is done, [The Bitcoin Act] will be enacted."" – @GOPMajorityWhip on establishing a U.S. Strategic Bitcoin Reserve pic.twitter.com/mmb5bpCkc7"
yes,2025-03-20T11:50:13.510000Z,1902689130028429604,https://x.com/saylor/status/1902689130028429604,19,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""19"",""slug"":""will-strategy-purchase-bitcoin-mar-18-24""}]",EUR gonna need BTC
yes,2025-03-20T20:45:44.968000Z,1902823899131171310,https://x.com/saylor/status/1902823899131171310,19,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""19"",""slug"":""will-strategy-purchase-bitcoin-mar-18-24""}]",21 Truths of Bitcoin pic.twitter.com/VMAbTk2Zqx
yes,2025-03-20T20:49:58.520000Z,1902824962605429243,https://x.com/saylor/status/1902824962605429243,19,context_media_policy,context,low,semantic_context_full_pass,访谈/媒体/观点传播，非具体买入信号,,context,,,"[{""idx"":""19"",""slug"":""will-strategy-purchase-bitcoin-mar-18-24""}]",The high-resolution slides for 21 Truths of Bitcoin are available here: https://t.co/H4Q9jLbbPE
yes,2025-03-21T01:12:08.893000Z,1902890940571828585,https://x.com/saylor/status/1902890940571828585,19,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""19"",""slug"":""will-strategy-purchase-bitcoin-mar-18-24""}]","""We will make America the undisputed Bitcoin Superpower..."" https://t.co/UvFU6iMnm2"
yes,2025-03-21T12:03:09.243000Z,1903054771554075094,https://x.com/saylor/status/1903054771554075094,19,context_funding,context,medium,semantic_context_full_pass,融资/证券/信用工具相关，会影响资金能力预期，但不是买 BTC 的确认或强暗示,,context,,,"[{""idx"":""19"",""slug"":""will-strategy-purchase-bitcoin-mar-18-24""}]",Strategy announces pricing of its Strife Perpetual Preferred Stock ($STRF) Offering and upsizes the deal from $500M to $722.5M $MSTR https://t.co/GJVCRwIQ0Y
yes,2025-03-21T18:17:56.847000Z,1903149091401462155,https://x.com/saylor/status/1903149091401462155,19,irrelevant_reply,none,low,semantic_context_full_pass,短回复/社交互动，无法指向 Strategy 当期买或不买 BTC,,context,,,"[{""idx"":""19"",""slug"":""will-strategy-purchase-bitcoin-mar-18-24""}]",Everyone wants a winning @Strategy
yes,2025-03-22T12:58:49.028000Z,1903431167493255205,https://x.com/saylor/status/1903431167493255205,19,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""19"",""slug"":""will-strategy-purchase-bitcoin-mar-18-24""}]",All in Bitcoin. pic.twitter.com/M5xgoH4e5V
yes,2025-03-23T12:58:22.773000Z,1903793445237305409,https://x.com/saylor/status/1903793445237305409,19,hint_yes_strong,actionable,medium,semantic_signal_full_pass,语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,,hint_yes_strong,,,"[{""idx"":""19"",""slug"":""will-strategy-purchase-bitcoin-mar-18-24"",""distance"":13,""near_move_time"":""2025-03-23T12:58:35Z"",""near_move_pp"":34.0,""near_move_from"":0.6147,""near_move_to"":0.9547,""near_move_size"":1690.0}]",Needs more Orange. pic.twitter.com/BRyWs1ey80
yes,2025-03-24T12:04:55.219000Z,1904142379646415203,https://x.com/saylor/status/1904142379646415203,19,confirm_yes,actionable,high,confirmed_disclosure,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,,confirm_yes,,,"[{""idx"":""19"",""slug"":""will-strategy-purchase-bitcoin-mar-18-24""}]","$MSTR has acquired 6,911 BTC for ~$584.1 million at ~$84,529 per bitcoin and has achieved BTC Yield of 7.7% YTD 2025. As of 3/23/2025, @Strategy holds 506,137 BTC acquired for ~$33.7 billion at ~$66,608 per bitcoin. $STRK https://t.co/3vSGnTUVcE"
yes,2025-03-24T14:36:53.281000Z,1904180623570317799,https://x.com/saylor/status/1904180623570317799,,irrelevant_reply,none,low,semantic_irrelevant_full_pass,短回复/社交互动，无法指向 Strategy 当期买或不买 BTC,,,,,[],To ₿e… or to $BMAX ?
yes,2025-03-24T17:54:42.923000Z,1904230408457228702,https://x.com/saylor/status/1904230408457228702,,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,[],$MSTR has stacked $3 billion in BTC $ Gain QTD. Watch it grow live on the BTC tab at https://t.co/uGbtzwJ4Pu . pic.twitter.com/wRN5J9c8v4
yes,2025-03-24T18:29:57.341000Z,1904239276969357341,https://x.com/saylor/status/1904239276969357341,,hint_yes_weak,weak_signal,low,semantic_signal_full_pass,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,,hint_yes_weak,,,[],₿uy Bitcoin
yes,2025-03-24T22:35:40.124000Z,1904301112682746112,https://x.com/saylor/status/1904301112682746112,,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,[],Bitcoin is a magnet for capital. https://t.co/P7gjsY67rc
yes,2025-03-25T12:34:20.066000Z,1904512169816822195,https://x.com/saylor/status/1904512169816822195,21,hint_yes_weak,weak_signal,low,semantic_signal_full_pass,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,,hint_yes_weak,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",Fade to Orange pic.twitter.com/M0RiwCUV1Y
yes,2025-03-25T13:08:27.605000Z,1904520757817831732,https://x.com/saylor/status/1904520757817831732,21,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",BTC makes you KULR.
yes,2025-03-25T16:38:57.113000Z,1904573729813741606,https://x.com/saylor/status/1904573729813741606,21,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",Good for investors. Good for Bitcoin. Good for bond issuers. $BMAX unlocks a new asset class for the public. https://t.co/DLvMH3Kqh8
yes,2025-03-25T22:07:04.381000Z,1904656304200962239,https://x.com/saylor/status/1904656304200962239,21,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]","Welcome to Team Bitcoin, @RyanCohen . $GME 🚀 pic.twitter.com/ldGh7my9WM"
yes,2025-03-25T22:17:51.802000Z,1904659019681145214,https://x.com/saylor/status/1904659019681145214,21,irrelevant_or_unrelated,none,low,semantic_irrelevant_full_pass,与买 BTC 市场无直接关系,,,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",A step in the right direction.
yes,2025-03-26T00:36:59.193000Z,1904694031176913097,https://x.com/saylor/status/1904694031176913097,21,context_policy,context,low,semantic_context_full_pass,政策/宏观采用叙事，非 Strategy 当期买入信号,,context,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]","A wide-ranging conversation with @CoinDesk on digital assets, crypto politics, monetary engineering, the Strategic Bitcoin Reserve, @Strategy , and the future of finance. 01:37 Vision Behind the $100T Crypto Strategy 03:44 Defining New Asset Classes 07:55 Balancing Innovation &… pic.twitter.com/omuIVG1gic"
yes,2025-03-26T11:59:58.373000Z,1904865910315216938,https://x.com/saylor/status/1904865910315216938,21,context_media_policy,context,low,semantic_context_full_pass,访谈/媒体/观点传播，非具体买入信号,,,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",My Coindesk interview on YouTube. https://t.co/dG5LZx906N
yes,2025-03-26T12:02:36.234000Z,1904866572432244760,https://x.com/saylor/status/1904866572432244760,21,context_funding,context,medium,semantic_context_full_pass,融资/证券/信用工具相关，会影响资金能力预期，但不是买 BTC 的确认或强暗示,,context,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",Our new preferred stock STRF (“Strife”) creates USD Yield for $STRF investors—and BTC Yield for $MSTR investors. It begins trading today on Nasdaq.
yes,2025-03-26T13:05:10.810000Z,1904882320265343125,https://x.com/saylor/status/1904882320265343125,21,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",What’s the minimum amount of Bitcoin $GME needs to buy to be respected by Bitcoiners?
yes,2025-03-26T15:53:07.285000Z,1904924584064806935,https://x.com/saylor/status/1904924584064806935,21,context_treasury_metrics,context,medium,semantic_context_full_pass,BTC Yield/Gain/持仓或财务指标复盘，通常是背景而非当期买入确认,,context,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]","Last week, $MSTR treasury operations resulted in a 3,531 BTC Gain, worth ~$307 million at $BTC 87K."
yes,2025-03-26T21:27:33.570000Z,1905008748164522401,https://x.com/saylor/status/1905008748164522401,21,irrelevant_or_unrelated,none,low,semantic_irrelevant_full_pass,与买 BTC 市场无直接关系,,,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",Let the $GME begin. pic.twitter.com/k8orQ5Zsju
yes,2025-03-26T21:56:39.167000Z,1905016069729013845,https://x.com/saylor/status/1905016069729013845,21,context_treasury_metrics,context,medium,semantic_context_full_pass,BTC Yield/Gain/持仓或财务指标复盘，通常是背景而非当期买入确认,,context,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]","BTC Yield, BTC Gain, and BTC € Gain have arrived in 🇫🇷"
yes,2025-03-27T12:20:00.146000Z,1905233338782134525,https://x.com/saylor/status/1905233338782134525,21,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",You do not sell your Bitcoin. pic.twitter.com/PDw8CP0apn
yes,2025-03-27T12:38:21.626000Z,1905237958724034964,https://x.com/saylor/status/1905237958724034964,21,irrelevant_reply,none,low,semantic_irrelevant_full_pass,短回复/社交互动，无法指向 Strategy 当期买或不买 BTC,,,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",🚀
yes,2025-03-27T12:39:12.027000Z,1905238170121154888,https://x.com/saylor/status/1905238170121154888,21,context_funding,context,medium,semantic_context_full_pass,融资/证券/信用工具相关，会影响资金能力预期，但不是买 BTC 的确认或强暗示,,context,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",BTC Rating is better than a Credit Rating.
yes,2025-03-27T14:20:03.349000Z,1905263551205306432,https://x.com/saylor/status/1905263551205306432,21,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",Bitcoin is manifest destiny for America.
yes,2025-03-27T16:29:51.270000Z,1905296216113414603,https://x.com/saylor/status/1905296216113414603,21,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",Do I need to change my name to Mikey Bitcoins FTW?
yes,2025-03-27T19:21:51.531000Z,1905339502425784754,https://x.com/saylor/status/1905339502425784754,21,context_policy,context,low,semantic_context_full_pass,政策/宏观采用叙事，非 Strategy 当期买入信号,,context,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]","""Bitcoin is Manifest Destiny for the United States of America."" My conversation yesterday with @SenLummis at the DC Blockchain Summit. pic.twitter.com/cwRAFI6g2x"
yes,2025-03-28T12:25:16.739000Z,1905597054534967535,https://x.com/saylor/status/1905597054534967535,21,irrelevant_or_unrelated,none,low,semantic_irrelevant_full_pass,与买 BTC 市场无直接关系,,,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",Diversification is selling the winner to buy the losers. pic.twitter.com/2fTa9gQ2Am
yes,2025-03-28T20:01:08.785000Z,1905711777331216656,https://x.com/saylor/status/1905711777331216656,21,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",The most powerful idea in corporate finance today is Bitcoin. Find out why - May 6–7 in Orlando at Bitcoin for Corporations. https://t.co/VrQZQ6N5Lw
yes,2025-03-29T12:52:51.641000Z,1905966383562699012,https://x.com/saylor/status/1905966383562699012,21,irrelevant_or_unrelated,none,low,semantic_irrelevant_full_pass,与买 BTC 市场无直接关系,,,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",Simpler is ₿etter pic.twitter.com/LRihDBs5oN
yes,2025-03-29T17:54:24.398000Z,1906042270085787851,https://x.com/saylor/status/1906042270085787851,21,hint_yes_weak,weak_signal,low,semantic_signal_full_pass,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,,hint_yes_weak,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]","More Bitcoin, Less Risk pic.twitter.com/xkgB5ANk5w"
yes,2025-03-30T12:06:23.108000Z,1906317075473158364,https://x.com/saylor/status/1906317075473158364,21,hint_yes_strong,actionable,medium,semantic_signal_full_pass,语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,,hint_yes_strong,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",Needs even more Orange. pic.twitter.com/lV5qgUP6oY
yes,2025-03-30T18:41:51.339000Z,1906416598887362983,https://x.com/saylor/status/1906416598887362983,21,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]",Stay Orange pic.twitter.com/Wy4E1AbuVE
yes,2025-03-31T12:03:16.039000Z,1906678678714556632,https://x.com/saylor/status/1906678678714556632,21,confirm_yes,actionable,high,confirmed_disclosure,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,,confirm_yes,,,"[{""idx"":""21"",""slug"":""will-microstrategy-purchase-bitcoin-march-25-31""}]","$MSTR has acquired 22,048 BTC for ~$1.92 billion at ~$86,969 per bitcoin and has achieved BTC Yield of 11.0% YTD 2025. As of 3/30/2025, @Strategy holds 528,185 $BTC acquired for ~$35.63 billion at ~$67,458 per bitcoin. $STRK $STRF https://t.co/1sfyBIglnt"
yes,2025-03-31T15:54:48.281000Z,1906736947000651899,https://x.com/saylor/status/1906736947000651899,,irrelevant_reply,none,low,semantic_irrelevant_full_pass,短回复/社交互动，无法指向 Strategy 当期买或不买 BTC,,,,,[],Florida should eliminate Property Taxes.
yes,2025-03-31T16:16:04.981000Z,1906742301868650793,https://x.com/saylor/status/1906742301868650793,,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,[],Stay on the Orange Path. https://t.co/reRt9U75eY
yes,2025-03-31T19:36:31.907000Z,1906792746452660512,https://x.com/saylor/status/1906792746452660512,,irrelevant_or_unrelated,none,low,semantic_irrelevant_full_pass,与买 BTC 市场无直接关系,,,,,[],This performance is tracked in real time at https://t.co/uGbtzwJCF2 . pic.twitter.com/XlYCgFMy3z
yes,2025-04-01T12:03:10.002000Z,1907041041259135148,https://x.com/saylor/status/1907041041259135148,23,hint_yes_weak,weak_signal,low,semantic_signal_full_pass,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,,hint_yes_weak,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]",Don’t be a fool. Buy Bitcoin. pic.twitter.com/8UDmpAZD7t
yes,2025-04-01T12:20:28.500000Z,1907045397035397485,https://x.com/saylor/status/1907045397035397485,23,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]","Congrats on 8,888 bitcoin in Q1."
yes,2025-04-01T17:31:37.265000Z,1907123699511111925,https://x.com/saylor/status/1907123699511111925,23,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]",Eric Trump and Donald J. Trump Jr. are launching American Bitcoin — aiming to become the largest Bitcoin miner and build a Bitcoin reserve. The Trumps believe in Bitcoin. pic.twitter.com/r1gHydot5i
yes,2025-04-02T13:07:11.385000Z,1907419541052764218,https://x.com/saylor/status/1907419541052764218,23,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]",The only thing better than Bitcoin is… pic.twitter.com/MEKH14bNgl
yes,2025-04-02T13:11:31.040000Z,1907420630124806370,https://x.com/saylor/status/1907420630124806370,23,irrelevant_reply,none,low,semantic_irrelevant_full_pass,短回复/社交互动，无法指向 Strategy 当期买或不买 BTC,,,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]",🧡
yes,2025-04-02T13:18:12.993000Z,1907422316037890550,https://x.com/saylor/status/1907422316037890550,23,irrelevant_or_unrelated,none,low,semantic_irrelevant_full_pass,与买 BTC 市场无直接关系,,,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]",Leave some for the rest of us.
yes,2025-04-02T15:57:37.473000Z,1907462432374628693,https://x.com/saylor/status/1907462432374628693,23,context_treasury_metrics,context,medium,semantic_context_full_pass,BTC Yield/Gain/持仓或财务指标复盘，通常是背景而非当期买入确认,,context,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]","Last week, $MSTR treasury operations resulted in a 15,586 BTC Gain, worth ~$1.36 billion at $BTC 87K."
yes,2025-04-03T12:42:57.829000Z,1907775832262652046,https://x.com/saylor/status/1907775832262652046,23,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]",There are no tariffs on Bitcoin.
yes,2025-04-03T18:40:17.019000Z,1907865754743275611,https://x.com/saylor/status/1907865754743275611,23,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]",Bitcoin makes you the Most Interesting. pic.twitter.com/vX3ZyCppWn
yes,2025-04-03T21:38:32.528000Z,1907910614959509773,https://x.com/saylor/status/1907910614959509773,23,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]","Bitcoin is on sale, Ryan."
yes,2025-04-04T01:48:10.107000Z,1907973435478732990,https://x.com/saylor/status/1907973435478732990,23,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]","Bitcoin trades like a risk asset short term because it's the most liquid, salable, 24/7 asset on Earth. In times of panic, traders sell what they can, not what they want to. Doesn’t mean it’s correlated long-term—just means it’s always available."
yes,2025-04-04T01:53:17.003000Z,1907974722693828823,https://x.com/saylor/status/1907974722693828823,23,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]",Bitcoin is most volatile because it is most useful. https://t.co/XzCNHrdsh0
yes,2025-04-04T12:41:35.718000Z,1908137875729744044,https://x.com/saylor/status/1908137875729744044,23,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]",Divorce Risk. Marry Bitcoin.
yes,2025-04-04T17:28:32.773000Z,1908210089292419356,https://x.com/saylor/status/1908210089292419356,23,context_policy,context,low,semantic_context_full_pass,政策/宏观采用叙事，非 Strategy 当期买入信号,,context,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]","Today’s market reaction to tariffs is a reminder: inflation is just the tip of the iceberg. Capital faces dilution from taxes, regulation, competition, obsolescence, and unforeseen events. Bitcoin offers resilience in a world full of hidden risks."
yes,2025-04-04T17:33:07.235000Z,1908211240469430304,https://x.com/saylor/status/1908211240469430304,23,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]","You're going to love your $1,000,000 made in the USA Bitcoin."
yes,2025-04-04T21:07:26.244000Z,1908265175062319123,https://x.com/saylor/status/1908265175062319123,23,context_bitcoin_general,context,low,semantic_context_full_pass,比特币布道或一般性 bullish 内容，缺少 Strategy 当期买入指向,,context,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]",There is one winning @Strategy . pic.twitter.com/Ha6SMIEAyY
yes,2025-04-05T12:45:21.492000Z,1908501210560164035,https://x.com/saylor/status/1908501210560164035,23,irrelevant_reply,none,low,semantic_context_full_pass,短回复/社交互动，无法指向 Strategy 当期买或不买 BTC,,context,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7""}]","Happy Birthday, Satoshi."
yes,2025-04-06T13:04:33.149000Z,1908868428825293086,https://x.com/saylor/status/1908868428825293086,23,irrelevant_or_unrelated,none,low,semantic_irrelevant_full_pass,与买 BTC 市场无直接关系,,,,,"[{""idx"":""23"",""slug"":""will-microstrategy-purchase-bitcoin-april-1-7"",""distance"":13,""near_move_time"":""2025-04-06T13:04:46Z"",""near_move_pp"":27.1,""near_move_from"":0.2893,""near_move_to"":0.56,""near_move_size"":35.71}]",₿etter to play on a winning team. pic.twitter.com/O4I7rBvYPT
